title,resolution,emdb_id,fitted_pdbs,sample_info_string,xref_UNIPROTKB,RCSB_classification,Q-score
Structure of eIF2B-eIF2 (phosphorylated at Ser51) complex (map B),9.4,EMD-4546,6qg3,"Translation initiation factor eIF-2B subunit alpha	protein_or_peptide	0.034062027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Translation initiation factor eIF-2B subunit gamma	protein_or_peptide	0.06576832	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Eukaryotic translation initiation factor 2 subunit alpha	protein_or_peptide	0.034843633	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Translation initiation factor eIF-2B subunit beta	protein_or_peptide	0.042621441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Eukaryotic translation initiation factor 2 subunit gamma	protein_or_peptide	0.057942699	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Structure of eIF2B-eIF2 (phosphorylated at Ser51) complex (model B)	complex_supramolecule	0.837	Saccharomyces cerevisiae S288C_559292,Eukaryotic translation initiation factor 2 subunit beta	protein_or_peptide	0.031631309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Translation initiation factor eIF-2B subunit delta	protein_or_peptide	0.070945195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Translation initiation factor eIF-2B subunit epsilon	protein_or_peptide	0.081249062	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292","P32501,P20459,P09032,P32481,P12754,P09064",TRANSLATION,0.067
Structures of modified eEF2 80S ribosome complexes reveal the role of GTP hydrolysis in translocation.,9.7,EMD-1343,2p8x,"Thermomyces lanuginosus	complex_supramolecule	3.0,Thermomyces lanuginosus 80S ribosome	sample_supramolecule	3.0,tRNA	rna		Thermomyces lanuginosus_5541,ADPR-eEF2	protein_or_peptide	0.093	Saccharomyces cerevisiae_4932",,TRANSLATION,0.068
Structure of mammalian eIF3 in the context of the 43S preinitiation complex,9,EMD-3057,5a5u,"eIF1	protein_or_peptide		Oryctolagus cuniculus_9986,40S small ribosomal subunit	complex_supramolecule		Oryctolagus cuniculus_9986,Mammalian 43S preinitiation complex bound to DHX29	sample_supramolecule	,eukaryotic initiation factor 3	protein_or_peptide		Oryctolagus cuniculus_9986,eukaryotic initiation factor 2	protein_or_peptide		Oryctolagus cuniculus_9986,DHX29	protein_or_peptide		Oryctolagus cuniculus_9986,eIF1A	protein_or_peptide		Oryctolagus cuniculus_9986,initiator transfer RNA	rna		Oryctolagus cuniculus_9986",P40217,TRANSLATION,0.071
Cryo-EM of a pretermination complex with eRF1 and eRF3,9.15,EMD-2597,4crn,"""CMV""-stalled wheat germ 80S-RNC bound to eRF1 and eRF3-GDPNP	sample_supramolecule	,Sup45	protein_or_peptide	0.049	Saccharomyces cerevisiae_4932,Sup35	protein_or_peptide	0.076	Saccharomyces cerevisiae_4932,80S ribosome	complex_supramolecule		Triticum aestivum_4565",,TRANSLATION,0.075
Structures of modified eEF2 80S ribosome complexes reveal the role of GTP hydrolysis in translocation.,8.9,EMD-1345,2p8z,"Thermomyces lanuginosus	complex_supramolecule	3.0,Thermomyces lanuginosus 80S ribosome	sample_supramolecule	3.0,tRNA	rna		Thermomyces lanuginosus_5541,ADPR-eEF2	protein_or_peptide	0.093	Saccharomyces cerevisiae_4932",,TRANSLATION,0.082
Structural basis for targeting and elongation arrest of Bacillus signal recognition particle,9,EMD-2844,4ue5,"signal recognition particle	protein_or_peptide		Canis lupus familiaris_9615,SRP-bound 80S ribosome	complex_supramolecule	3	Triticum_4564,mammalian signal recognition particle bound to ribosome nascent chain complex	sample_supramolecule	",P61010,TRANSLATION,0.084
Intermediate binding positions of RRF and EF-G on the post-termination complex,9.9,EMD-1917,3j0e,"Elongation Factor G	protein_or_peptide		Escherichia coli_562,T. thermophilus Ribosome Recyling Factor and E. coli Elongation Factor G bound to E. coli Post Termination Complex	sample_supramolecule	2.5,Ribosome Recyling Factor	protein_or_peptide		Thermus thermophilus_274,70S E. coli Post-Termination Complex	complex_supramolecule	2.5	Escherichia coli_562",P0A6M8,TRANSLATION,0.084
Structural basis for targeting and elongation arrest of Bacillus signal recognition particle,7,EMD-2843,4ue4,"Stalled ribosome	complex_supramolecule	2.5	Bacillus subtilis subsp. subtilis str. 168_224308,Signal recognition particle	protein_or_peptide		Bacillus subtilis subsp. subtilis str. 168_224308,Bacillus subtilis mifm stalled ribosome in complex with signal recognition particle (SRP)	sample_supramolecule	2.5",P37105,TRANSLATION,0.098
Recognition intermediate of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,8.9,EMD-2624,4cxh,"transfer RNA	rna	0.025	Oryctolagus cuniculus_9986,Re-associated 80S	complex_supramolecule	4.5	Oryctolagus cuniculus_9986,messenger RNA	rna	0.015	Escherichia coli_562,Codon recognition /GTPase activated state of mammalian 80S ribosome	sample_supramolecule	4.5,elongation factor 1A	protein_or_peptide	0.050	Oryctolagus cuniculus_9986",P68105,TRANSLATION,0.108
Cryo-EM of a termination/pre-recycling complex with eRF1 and ABCE1,8.75,EMD-2598,4crm,"Rli1	protein_or_peptide	0.068	Saccharomyces cerevisiae_4932,""CMV""-stalled wheat germ 80S-RNC bound to eRF1 and ABCE1-ADPNP	sample_supramolecule	,Sup45	protein_or_peptide	0.049	Saccharomyces cerevisiae_4932,80S ribosome	complex_supramolecule		Triticum aestivum_4565",Q03195,TRANSLATION,0.117
40S-eIF1-eIF1A-eIF3-eIF3j translation initiation complex from Lachancea kluyveri,6.47,EMD-2845,4uer,"eIF3a	protein_or_peptide	0.12	Lachancea kluyveri_4934,eIF1A	protein_or_peptide	0.02	Lachancea kluyveri_4934,eIF3c	protein_or_peptide	0.09	Lachancea kluyveri_4934,40S	complex_supramolecule	1.2	Lachancea kluyveri_4934,eIF3b	protein_or_peptide	0.09	Lachancea kluyveri_4934,eIF3g	protein_or_peptide	0.03	Lachancea kluyveri_4934,Lachancea kluyveri 40S-eIF1-eIF1A-eIF3-eIF3j initiation complex	sample_supramolecule	1.6,eIF3j	protein_or_peptide	0.03	Lachancea kluyveri_4934,eIF3i	protein_or_peptide	0.04	Lachancea kluyveri_4934,eIF1	protein_or_peptide	0.01	Lachancea kluyveri_4934","A0A0J9X208,A0A0J9X229,A0A0J9X231,A0A0J9X230",TRANSLATION,0.135
"m48S late-stage initiation complex, purified from rabbit reticulocytes lysates, displaying eIF2 ternary complex and eIF3 i and g subunits relocated to the intersubunit face",5.8,EMD-8190,5k0y,"ribosomal protein uS5	protein_or_peptide	0.024814285	Oryctolagus cuniculus_9986,ribosomal protein eS26	protein_or_peptide	0.011315428	Oryctolagus cuniculus_9986,ribosomal protein eS30	protein_or_peptide	0.006741048	Oryctolagus cuniculus_9986,ribosomal protein uS11	protein_or_peptide	0.014544659	Oryctolagus cuniculus_9986,Eukaryotic translation initiation factor 3 subunit G	protein_or_peptide	0.004124495	Homo sapiens_9606,mRNA	rna	0.009603775	Oryctolagus cuniculus_9986,ribosomal protein uS8	protein_or_peptide	0.014734357	Oryctolagus cuniculus_9986,ribosomal protein eS25	protein_or_peptide	0.008526119	Oryctolagus cuniculus_9986,ribosomal protein eS17	protein_or_peptide	0.014578988	Oryctolagus cuniculus_9986,ribosomal protein uS3	protein_or_peptide	0.025158535	Oryctolagus cuniculus_9986,18S ribosomal RNA	rna	0.572789812	Oryctolagus cuniculus_9986,ribosomal protein eS7	protein_or_peptide	0.021716387	Oryctolagus cuniculus_9986,40S ribosomal protein S6	protein_or_peptide	0.027471535	Oryctolagus cuniculus_9986,ribosomal protein uS12	protein_or_peptide	0.015757587	Oryctolagus cuniculus_9986,tRNA	rna	0.02423151	Oryctolagus cuniculus_9986,Eukaryotic translation initiation factor 3 subunit G	protein_or_peptide	0.008675697	Homo sapiens_9606,ribosomal protein uS9	protein_or_peptide	0.015975753	Oryctolagus cuniculus_9986,Ribosomal protein S9 (Predicted)	protein_or_peptide	0.021266166	Oryctolagus cuniculus_9986,40S ribosomal protein S21	protein_or_peptide	0.008896102	Oryctolagus cuniculus_9986,ribosomal protein uS10	protein_or_peptide	0.01176589	Oryctolagus cuniculus_9986,Eukaryotic translation initiation factor 3 subunit I	protein_or_peptide	0.037039328	Oryctolagus cuniculus_9986,ribosomal protein uS7	protein_or_peptide	0.021525941	Oryctolagus cuniculus_9986,40S ribosomal protein S24	protein_or_peptide	0.01518897	Oryctolagus cuniculus_9986,eukaryotic initiation factor 2 subunit Beta (eIF2-Beta)	protein_or_peptide	0.002103416	Oryctolagus cuniculus_9986,Eukaryotic translation initiation factor 2 subunit 1	protein_or_peptide	0.030633297	Oryctolagus cuniculus_9986,ribosomal protein uS2	protein_or_peptide	0.023360791	Oryctolagus cuniculus_9986,ribosomal protein eS1	protein_or_peptide	0.024944408	Oryctolagus cuniculus_9986,ribosomal protein uS13	protein_or_peptide	0.016170774	Oryctolagus cuniculus_9986,ribosomal protein uS15	protein_or_peptide	0.017128191	Oryctolagus cuniculus_9986,ribosomal protein uS17	protein_or_peptide	0.018468826	Oryctolagus cuniculus_9986,eukaryotic initiation factor 2 Gamma subunit (eIF2-Gamma)	protein_or_peptide	0.045862441	Oryctolagus cuniculus_9986,m48S late-stage initiation complex\, purified from rabbit reticulocytes lysates\, displaying eIF2 ternary complex and eIF3 i and g subunits relocated to the intersubunit face	complex_supramolecule	2,ribosomal protein eS19	protein_or_peptide	0.015812286	Oryctolagus cuniculus_9986,40S ribosomal protein S4	protein_or_peptide	0.02965892	Oryctolagus cuniculus_9986,40S ribosomal protein S8	protein_or_peptide	0.023902871	Oryctolagus cuniculus_9986,ribosomal protein RACK1	protein_or_peptide	0.034669113	Oryctolagus cuniculus_9986,ribosomal protein eS10	protein_or_peptide	0.011773953	Oryctolagus cuniculus_9986,ribosomal protein uS14	protein_or_peptide	0.006364426	Oryctolagus cuniculus_9986,40S ribosomal protein S12	protein_or_peptide	0.013766122	Oryctolagus cuniculus_9986,40S ribosomal protein S27	protein_or_peptide	0.009480186	Oryctolagus cuniculus_9986,ribosomal protein eS31	protein_or_peptide	0.008358903	Oryctolagus cuniculus_9986,ribosomal protein eS28	protein_or_peptide	0.007263394	Oryctolagus cuniculus_9986,ribosomal protein uS19	protein_or_peptide	0.015151948	Oryctolagus cuniculus_9986","G1TLT8,G1TJW1,O75821,G1SFR8,G1SIZ2,G1U7M4,G1T1F0,G1TN62,G1TN72,G1TPG3,G1SP51,G1SGX4,G1T2G4,G1SJB4,G1TDB3,G1TK17,G1SZ47,G1TS40,G1SK22,A0A5F9D2E6,G1TM82,G1TU13,G1TZ76,G1TNM3,U3KMN4,G1TFE8,G1TM55,G1SVB0,G1TRM4,G1TIB4,G1U0Q2,Q5IH81,G1TG89,G1T8A2,G1T168",TRANSLATION,0.141
Sampling intermediate of Regulation of the mammalian elongation cycle by 40S subunit rolling: a eukaryotic-specific ribosome rearrangement,8.7,EMD-2623,4cxg,"Initial codon sampling state of 80S mammalian ribosome	sample_supramolecule	4.5,Re-associated 80S	complex_supramolecule	4.5	Oryctolagus cuniculus_9986,transfer RNA	rna	0.025	Oryctolagus cuniculus_9986,messenger RNA	rna	0.015	Escherichia coli_562,elongation factor 1A	protein_or_peptide	0.050	Oryctolagus cuniculus_9986",P68105,TRANSLATION,0.141
Mammalian ribosome bound to the native Sec61 protein-conducting channel in the 'non-inserting' state ('conventional' alignment),9,EMD-3068,5a6u,"Membrane-bound 80S ribosome	complex_supramolecule		Canis lupus familiaris_9615,ER protein translocon	protein_or_peptide		Canis lupus familiaris_9615,Mammalian ribosome bound to the native protein translocon on canine pancreatic ER vesicles	sample_supramolecule	",,TRANSLATION,0.143
70S ribosome with P- and E-site tRNAs in Mycoplasma pneumoniae cells,9.5,EMD-13272,7pah,"30S ribosomal protein S14 type Z	protein_or_peptide	0.006901363999999999	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S19	protein_or_peptide	0.010057626	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L18	protein_or_peptide	0.013073255999999998	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S13	protein_or_peptide	0.014209606999999999	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L28	protein_or_peptide	0.007549902	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L10	protein_or_peptide	0.017645719	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L6	protein_or_peptide	0.020624062000000002	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L19	protein_or_peptide	0.013870326999999998	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S11	protein_or_peptide	0.012709851	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S17	protein_or_peptide	0.009859643	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S7	protein_or_peptide	0.017897029	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S15	protein_or_peptide	0.009921687	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L22	protein_or_peptide	0.017355402	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L31	protein_or_peptide	0.010980657	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S9	protein_or_peptide	0.015149735	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L21	protein_or_peptide	0.011664824	Mycoplasma pneumoniae M129_272634,5S ribosomal RNA	rna	0.034796676	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L24	protein_or_peptide	0.012461864999999999	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S2	protein_or_peptide	0.033468629	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L4	protein_or_peptide	0.023632571999999998	Mycoplasma pneumoniae M129_272634,23S ribosomal RNA	rna	0.9409115	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S4	protein_or_peptide	0.023817645	Mycoplasma pneumoniae M129_272634,tRNA-Phe	rna	0.024470521	Mycoplasma pneumoniae M129_272634,Cryo-electron tomograms of untreated Mycoplasma pneumoniae cells	complex_supramolecule		Mycoplasma pneumoniae M129_272634,16S ribosomal RNA	rna	0.49124362499999996	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L11	protein_or_peptide	0.01480361	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L33 1	protein_or_peptide	0.0062986119999999994	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S18	protein_or_peptide	0.012411522	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L16	protein_or_peptide	0.015646478999999998	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S10	protein_or_peptide	0.012226570999999999	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S16	protein_or_peptide	0.010806921	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L3	protein_or_peptide	0.031298172	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L9	protein_or_peptide	0.017185037	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L36	protein_or_peptide	0.004400488	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L20	protein_or_peptide	0.014742431	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L2	protein_or_peptide	0.031966871	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L34	protein_or_peptide	0.005616773	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S21	protein_or_peptide	0.007539181999999999	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S12	protein_or_peptide	0.01566658	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S8	protein_or_peptide	0.015903083	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L23	protein_or_peptide	0.02589274	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S20	protein_or_peptide	0.009993598999999999	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S6	protein_or_peptide	0.025430465	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L35	protein_or_peptide	0.006793135	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L14	protein_or_peptide	0.013478906	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L5	protein_or_peptide	0.020270833999999998	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L17	protein_or_peptide	0.014270727	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L29	protein_or_peptide	0.013003328	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S5	protein_or_peptide	0.024138008	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L27	protein_or_peptide	0.011527338	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L32	protein_or_peptide	0.006641897	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L13	protein_or_peptide	0.016821476999999998	Mycoplasma pneumoniae M129_272634,50S ribosomal protein L15	protein_or_peptide	0.016768812	Mycoplasma pneumoniae M129_272634,30S ribosomal protein S3	protein_or_peptide	0.030657205	Mycoplasma pneumoniae M129_272634","P57079,P75560,P75577,Q50302,P75546,Q50307,Q50300,P75575,Q50306,P75179,P75581,Q50309,P41205,P46775,Q50303,P75550,P78026,P75133,P78020,Q50308,P75447,P75458,Q59547,P41204,Q50297,P75543,P78006,P75541,Q50301,P78023,P75578,P75173,P75240,P75178,P75238,Q50304,P75579,P75237,Q50305,P75131,Q50296,P78015,Q50310,P75171,P75545,P75540,P52864,P75576,P75580",TRANSLATION,0.154
Cryo-EM structure of a full archaeal ribosomal translation initiation complex in the P-REMOTE conformation,5.34,EMD-8148,5jb3,"30S ribosomal protein S13	protein_or_peptide	0.016948904	Pyrococcus abyssi GE5_272844,30S ribosomal protein SX	protein_or_peptide	0.004868993	Pyrococcus abyssi GE5_272844,30S ribosomal protein S19e	protein_or_peptide	0.017394236	Pyrococcus abyssi GE5_272844,30S ribosomal protein S28e	protein_or_peptide	0.008116332	Pyrococcus abyssi GE5_272844,Translation initiation factor 2 subunit beta	protein_or_peptide	0.01594274	Pyrococcus abyssi GE5_272844,30S ribosomal protein S4e	protein_or_peptide	0.028197023	Pyrococcus abyssi GE5_272844,30S ribosomal protein S3	protein_or_peptide	0.023464352	Pyrococcus abyssi GE5_272844,50S ribosomal protein L7Ae	protein_or_peptide	0.013414664	Pyrococcus abyssi GE5_272844,30S ribosomal protein S10	protein_or_peptide	0.011769689	Pyrococcus abyssi GE5_272844,mRNA	rna	0.008394025	Pyrococcus abyssi GE5_272844,30S archaeal translation initiation complex	complex_supramolecule	0.982,initiator Met-tRNA fMet from E. coli (A1U72 variant)	rna	0.024488629	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.015317932	Pyrococcus abyssi GE5_272844,ZINC ION	ligand	6.5409e-05,MAGNESIUM ION	ligand	2.4305e-05,30S ribosomal protein S27e	protein_or_peptide	0.006888388	Pyrococcus abyssi GE5_272844,30S ribosomal protein S14 type Z	protein_or_peptide	0.006634046	Pyrococcus abyssi GE5_272844,30S ribosomal protein S6e	protein_or_peptide	0.01400233	Pyrococcus abyssi GE5_272844,30S ribosomal protein S5	protein_or_peptide	0.026590891	Pyrococcus abyssi GE5_272844,30S ribosomal protein S8e	protein_or_peptide	0.014293733	Pyrococcus abyssi GE5_272844,30S ribosomal protein S24e	protein_or_peptide	0.011698564	Pyrococcus abyssi GE5_272844,METHIONINE	ligand	0.000149211,30S ribosomal protein S11	protein_or_peptide	0.01475695	Pyrococcus abyssi GE5_272844,Translation initiation factor 2 subunit gamma	protein_or_peptide	0.04584923	Pyrococcus abyssi GE5_272844,Translation initiation factor 2 subunit alpha	protein_or_peptide	0.030432355	Pyrococcus abyssi GE5_272844,30S ribosomal protein S17e	protein_or_peptide	0.007942465	Pyrococcus abyssi GE5_272844,30S ribosomal protein S27ae	protein_or_peptide	0.005864958	Pyrococcus abyssi GE5_272844,Protein translation factor SUI1 homolog	protein_or_peptide	0.011621787	Pyrococcus abyssi GE5_272844,Translation initiation factor 1A	protein_or_peptide	0.013078265	Pyrococcus abyssi GE5_272844,30S ribosomal protein S2	protein_or_peptide	0.023039861	Pyrococcus abyssi GE5_272844,30S ribosomal protein S8	protein_or_peptide	0.014684174	Pyrococcus abyssi GE5_272844,30S ribosomal protein S15	protein_or_peptide	0.018640025	Pyrococcus abyssi GE5_272844,PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER	ligand	0.000522196,30S ribosomal protein S4	protein_or_peptide	0.02138191	Pyrococcus abyssi GE5_272844,30S ribosomal protein S7	protein_or_peptide	0.024701791	Pyrococcus abyssi GE5_272844,30S ribosomal protein S19	protein_or_peptide	0.015357399	Pyrococcus abyssi GE5_272844,30S ribosomal protein S12	protein_or_peptide	0.016477621	Pyrococcus abyssi GE5_272844,30S ribosomal protein eL41	protein_or_peptide	0.003050834	Pyrococcus abyssi GE5_272844,16S ribosomal RNA	rna	0.493106969	Pyrococcus abyssi GE5_272844,30S ribosomal protein S17P	protein_or_peptide	0.013296521	Pyrococcus abyssi GE5_272844,30S ribosomal protein S3Ae	protein_or_peptide	0.022984107	Pyrococcus abyssi GE5_272844","Q8U3H8,Q8U013,Q8U0E2,Q8U011,P61992,Q8U004,P61885,Q8U017,Q8U232,Q8U1Y5,Q980A5,P61994,Q8TZE1,Q8TZD9,Q97W59,Q8U0M8,P62010,Q8U014,Q97Z79,Q8U0U1,Q57902,Q8U159,Q9V138,Q8U442,Q8U002,Q8U443,Q8U474,Q8U160,Q8U0E7,Q8U0F0,Q9V0G8",TRANSLATION,0.164
