emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
EMD-26620,Pol II-DSIF-SPT6-PAF1c-TFIIS complex with rewrapped nucleosome,3,7unc,"Q7KZ85,Q6PD62,A0A4X1TVZ5,Q8WVC0,A0A4X1VEK9,A0A4X1VKG7,Q6P1J9,A0A8D1GCS3,Q92541,Q9GZS3,Q8N7H5,A0A4X1TRS6,P62799,O00267,P84233,Q6AZJ8,P02281,P23193,P60899","A0A4X1VKG7,Q8N7H5,Q6P1J9,A0A4X1TRS6,P84233,Q7KZ85,Q9GZS3,Q92541,Q6PD62,P23193,P62799,Q6AZJ8,P02281,A0A4X1TVZ5,Q8WVC0,A0A4X1VEK9,P60899,O00267",0.344,0.878,0.106
EMD-32791,Cryo-EM structure of a yeast pre-40S ribosomal subunit - State Dis-E,3.5,7wtm,"P0C0W1,P35997,P06367,B3RHV0,P0CX37,O13516,P0CX47,P0CX29,P0CX31,P0CX35,P0CX39,Q99216,P0CX33,P05756,P41819,P26786","P0C0W1,P35997,P06367,B3RHV0,P0CX37,O13516,P0CX47,P0CX29,P0CX31,P0CX35,P0CX39,Q99216,P0CX33,P05756,P41819,P26786",0.451,0.944,0.02
EMD-26621,Pol II-DSIF-SPT6-PAF1c-TFIIS-nucleosome complex (stalled at +38),3,7und,"Q7KZ85,Q6PD62,A0A4X1TVZ5,Q8WVC0,A0A4X1VEK9,A0A4X1VKG7,Q6P1J9,A0A8D1GCS3,Q92541,Q9GZS3,Q8N7H5,A0A4X1TRS6,P62799,P63272,O00267,P84233,Q6AZJ8,P02281,P23193,P60899","Q7KZ85,Q6PD62,A0A4X1TVZ5,Q8WVC0,A0A4X1VEK9,A0A4X1VKG7,Q6P1J9,Q9GZS3,Q92541,Q8N7H5,A0A4X1TRS6,P62799,P63272,O00267,P84233,Q6AZJ8,P02281,P23193,P60899",0.216,0.537,0.0832
EMD-32793,Cryo-EM structure of a yeast pre-40S ribosomal subunit - State Tsr1-1 (without Rps2),3.5,7wto,"P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P26786","P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P26786",0.457,0.986,0.01
EMD-32803,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-A3,3.2,7wtw,"Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781","Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781",0.401,0.944,0.02
EMD-32807,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-B3,3.3,7wu0,"Q9BVS4,Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781","Q9BVS4,Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781",0.414,0.947,0.02
EMD-26133,Structure of the rabbit 80S ribosome stalled on a 4-TMD Rhodopsin intermediate in complex with the multipass translocon,3.88,7tut,"A0A8I3PI99,G1TTN1,G1TDL2,G1U7L1,G1T6D1,G1TL06,G1STW0,G1U001,U3KPD5,G1SWI6,A0A8C0TSD6,G1TFE0,G1U945,G1TUB1,G1SHG0,G1SGR6,A0A8C0RJF2,G1TVT6,G1SE76,G1SF08,P60467,G1U437,G1SY53,G1SKF7,P38377,G1SZ12,A0A087WNH4,P60058,G1SE28,G1SNY0,G1TT27,A0A8C0S144,G1T0C1,G1SHQ2,G1SVW5,B7NZQ2,A0A2K5PSA0,G1SIT5,G1TSG1,G1TTQ5,G1U344,A0A8C0RUW0,A0A8I3S9V6,G1SQH0,G1SYJ6,P49912,G1TTY7,G1TPV0,G1TXF6,G1TUB8,G1TJR3,G1TVS8","G1TTN1,G1TDL2,G1U7L1,G1T6D1,G1TL06,G1STW0,G1U001,U3KPD5,G1SWI6,G1TFE0,G1U945,G1TUB1,G1SHG0,G1SGR6,G1TVT6,G1SE76,G1SF08,P60467,G1U437,G1SY53,G1SKF7,P38377,G1SZ12,A0A087WNH4,P60058,G1SE28,G1SNY0,G1TT27,G1T0C1,G1SHQ2,G1SVW5,B7NZQ2,A0A2K5PSA0,G1SIT5,G1TSG1,G1TTQ5,G1U344,G1SQH0,G1SYJ6,P49912,G1TTY7,G1TPV0,G1TXF6,G1TUB8,G1TJR3,G1TVS8",0.325,0.916,0.5
EMD-32800,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-A1 (with CK1),3.1,7wtt,"Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,Q2NL82,P08708,P62266,P62701,P48729,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781","Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,Q2NL82,P08708,P62266,P62701,P48729,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781",0.426,0.936,0.02
EMD-32790,Cryo-EM structure of a yeast pre-40S ribosomal subunit - State Dis-D,3.3,7wtl,"P0C0W1,P35997,Q08965,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P47083,P0CX35,Q12136,P0CX39,P33442,Q99216,P05756,P41819,P26786","P0C0W1,P35997,Q08965,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P47083,P0CX35,Q12136,P0CX39,P33442,Q99216,P05756,P41819,P26786",0.444,0.909,0.02
EMD-32806,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-B2,3,7wtz,"Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781","Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781",0.482,0.948,0.02
EMD-32804,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-B1,3.1,7wtx,"Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781","Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,Q5JTH9,Q96GA3,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,Q9ULX3,P62081,P62280,Q13895,P25398,P62861,P46782,P62841,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P46781",0.478,0.954,0.02
EMD-32796,Cryo-EM structure of a yeast pre-40S ribosomal subunit - State Tsr1-3,3.5,7wtr,"P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P25443,P25627,Q07381,P26786","P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P25443,P25627,Q07381,P26786",0.435,0.978,0.01
EMD-32801,Cryo-EM structure of a human pre-40S ribosomal subunit - State RRP12-A1 (without CK1),3,7wtu,"Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,Q2NL82,P08708,P62266,P62701,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781","Q9NRX1,P62241,P62851,P62753,P62847,P39019,P61247,P62263,O43709,Q5JTH9,Q96GA3,P62244,Q2NL82,P08708,P62266,P62701,Q9UI30,P62081,P62280,Q13895,P62861,P25398,P46782,P62841,P62857,P42677,P62277,P62249,P62269,P62979,Q9NSI2,P46781",0.43,0.942,0.02
EMD-32795,Cryo-EM structure of a yeast pre-40S ribosomal subunit - State Tsr1-2 (without Rps2),3.7,7wtq,"P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P25627,Q07381,P26786","P0C0W1,P35997,P06367,P0CX47,P0CX37,O13516,P0CX29,P0CX31,P0CX35,P0CX39,P33442,Q99216,P0CX33,P05756,P25627,Q07381,P26786",0.382,0.969,0.01
EMD-14181,Human collided disome (di-ribosome) stalled on XBP1 mRNA,3,7qvp,"P46777,Q02878,P62241,A0A8C8Y9V5,P62753,P62847,A0A6J0Y1Z7,P47914,P18124,P61247,A0A3M0JHZ8,A0A1U7T3M5,P35268,A0A6J0B498,A0A3P9HH38,P39023,P18621,A0A7J8BG50,P32969,P63220,A0A2K6QL61,A0A340WVW7,L8Y0W1,A0A2J8KH59,P08708,A0A2K6K8B0,A0A851LWS6,P08865,Q02543,A0A7L0BEC6,P62701,P62913,A0A4W2HV66,A0A5N3X333,P62888,G7NZE1,A0A2Y9E7Q1,H0WTR0,A0A2K6U587,P23396,F2X267,P62910,P36578,P46783,P40429,Q96L21,P46779,A0A2K5QKS6,A0A2J8WKD7,P60868,A0A6J2NCX2,P62082,P46776,A0A1A7W9T9,P62750,P50914,A0A8B8VPA8,A0A2Y9RW09,P62945,A0A671DUR2,P15880,A0A8C0T835,A0A6J3IG71,P46778,A0A7N4PFJ2,A0A8B8VW69,P18077,P62424,A0A6I9ZMF9,Q9Y3U8,A0A663F1C0,Q07020,J3KQN4,P42766,P26373","P46777,Q02878,P62241,P62753,P62847,A0A6J0Y1Z7,P47914,P18124,P61247,A0A3M0JHZ8,A0A1U7T3M5,P35268,A0A6J0B498,A0A3P9HH38,P39023,P18621,A0A7J8BG50,P32969,P63220,A0A2K6QL61,A0A340WVW7,L8Y0W1,A0A2J8KH59,P08708,A0A2K6K8B0,A0A851LWS6,P08865,Q02543,A0A7L0BEC6,P62701,P62913,A0A4W2HV66,A0A5N3X333,P62888,G7NZE1,A0A2Y9E7Q1,H0WTR0,A0A2K6U587,P23396,F2X267,P62910,P36578,P46783,P40429,Q96L21,P46779,A0A2K5QKS6,A0A2J8WKD7,P60868,A0A6J2NCX2,P62082,P46776,A0A1A7W9T9,P62750,P50914,A0A2Y9RW09,P62945,A0A671DUR2,P15880,A0A6J3IG71,P46778,A0A7N4PFJ2,P18077,P62424,A0A6I9ZMF9,Q9Y3U8,A0A663F1C0,Q07020,J3KQN4,P42766,P26373",0.449,0.979,0.12
EMD-13134,Structure of the hexameric 5S RNP from C. thermophilum,3.5,7ozs,"G0S5S6,G0SF80,G0SHQ2,G0SCH6,G0SEG2","G0S5S6,G0SF80,G0SHQ2,G0SCH6,G0SEG2",0.421,0.88,0.45
EMD-14437,Structure of substrate bound DRG1 (AFG2),3.2,7z11,P32794,P32794,0.396,0.85,0.02
EMD-14471,Structure of pre-60S particle bound to DRG1(AFG2),3.8,7z34,"Q12690,P40078,P04650,P14126,Q02326,P05745,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,Q08004,P0CX45,P05737,P05747,P0CX82,Q07915,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P32794,P17076,P02406,Q03862,P49166,P04456,Q12522,P14120,P0CX53,P0CX27,P0CX25,P36105,P38861,Q02892,P10664,Q02753,P0CX49,P26321,P33201","Q12690,P40078,P04650,P14126,Q02326,P05745,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,Q08004,P0CX45,P05737,P05747,P0CX82,Q07915,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P32794,P17076,P02406,Q03862,P49166,P04456,Q12522,P14120,P0CX53,P0CX27,P0CX25,P36105,P38861,Q02892,P10664,Q02753,P0CX49,P26321,P33201",0.227,0.788,0.05
EMD-26336,APE1 bound to a nucleosome core particle with AP-site at SHL-6,3.4,7u50,"Q71DI3,P27695,P0C0S8,P62805,P62807","Q71DI3,P27695,P0C0S8,P62805,P62807",0.415,0.842,4.5
EMD-14752,Rabbit 80S ribosome programmed with SECIS and SBP2,3.1,7zjx,"A0A8C8Y9V5,U3KPD5,G1SWI6,A0A7J8BG50,G1SIZ2,G1SE76,G1TKB3,G1SKF7,A0A2Y9E7Q1,G1SNY0,A0A8B8VPA8,G1TNM3,G1T0C1,A0A5F9DBR8,A0A1Z5KTU7,A0A7J7V6K8,G1TUB8,G1TDL2,Q4R5I3,G1SGX4,A0A3M0JHZ8,G1SHG0,G1SGR6,A0A8J4KQ25,A0A2K5LQY6,A0A1S3FQR5,G1U7M4,A0A087WNH4,A0A1A7W9T9,G1U0Q2,A0A8C0T835,G1SVW5,A0A7J8C453,Q5E958,A0A6I9ZMF9,A0A2U4BVW1,G1TL06,G1TU13,G1TPV3,A0A2K6K8B0,G1SF08,A0A2J8KH59,A0A7L0BEC6,G1U437,A0A5N3X333,F6QKI9,A0A6J1UT65,A0A0N8ETI8,G1SFR8,B7NZQ2,G1SIT5,P62424,A0A4U1EJN3,G1SYJ6,A0A663F1C0,G1TLT8,O18789,G1TTN1,G1TRM4,P62753,B7NZS8,A0A3P9HH38,Q96T21,G1SS70,A0A851LWS6,G1SZ47,G1SVB0,H0WTR0,Q76N24,G1SKZ8,G1SZ12,G1TG89,G1SE28,G1T8A2,G1SHQ2,A0A1Z5LHJ5,G1TXG5","O18789,G1TTN1,G1TDL2,G1TL06,G1TRM4,Q4R5I3,P62753,G1TU13,U3KPD5,B7NZS8,G1SWI6,G1SGX4,A0A3M0JHZ8,G1SHG0,A0A3P9HH38,G1SGR6,Q96T21,A0A7J8BG50,G1TPV3,G1SS70,A0A2K6K8B0,G1SE76,G1SF08,A0A2J8KH59,G1SIZ2,A0A851LWS6,G1TKB3,G1SZ47,A0A7L0BEC6,A0A2K5LQY6,G1U437,A0A5N3X333,G1SKF7,G1SVB0,H0WTR0,A0A2Y9E7Q1,Q76N24,G1TXG5,G1SZ12,G1SKZ8,G1TG89,F6QKI9,A0A1S3FQR5,G1U7M4,A0A087WNH4,A0A1A7W9T9,G1SE28,G1SNY0,G1TNM3,G1U0Q2,A0A6J1UT65,A0A0N8ETI8,G1T0C1,G1SFR8,G1T8A2,G1SHQ2,G1SVW5,B7NZQ2,G1SIT5,A0A7J8C453,P62424,A0A1Z5LHJ5,Q5E958,A0A6I9ZMF9,A0A4U1EJN3,A0A5F9DBR8,G1SYJ6,A0A663F1C0,A0A1Z5KTU7,A0A7J7V6K8,G1TUB8,A0A2U4BVW1,G1TLT8",0.428,0.896,0.25
EMD-14449,Structure of yeast RNA Polymerase III Delta C53-C37-C11,3.9,7z1n,"P22276,P07703,P20436,P20434,P47076,P40422,P22139,P32349,P17890,P20435,P35718,P28000,P32910,P04051","P22276,P07703,P20436,P20434,P47076,P40422,P22139,P32349,P17890,P20435,P35718,P28000,P32910,P04051",0.405,0.446,0.06
EMD-14448,Structure of yeast RNA Polymerase III Elongation Complex (EC),3.4,7z1m,"P22276,P07703,P20436,P25441,P20434,P47076,P40422,Q04307,P22139,P36121,P32349,P17890,P20435,P35718,P28000,P32910,P04051","P22276,P07703,P20436,P25441,P20434,P47076,P40422,Q04307,P22139,P36121,P32349,P17890,P20435,P35718,P28000,P32910,P04051",0.466,0.811,0.015
EMD-26714,allo-tRNAUTu1A in the P site of the E. coli ribosome,3,7urm,,,0.193,0.151,0.5
EMD-25537,"Structure of the wt IRES and 40S ribosome ternary complex, open conformation. Structure 11(wt)",3.8,7syq,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TLT8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TLT8",0.396,0.873,0.01
EMD-25538,"Structure of the wt IRES eIF2-containing 48S initiation complex, closed conformation. Structure 12(wt).",3.6,7syr,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,P05198,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TLT8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,P05198,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TLT8",0.347,0.738,0.0175
EMD-25539,"Structure of the delta dII IRES eIF2-containing 48S initiation complex, closed conformation. Structure 12(delta dII).",3.5,7sys,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,P05198,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SK22,G1SFR8,G1T8A2,G1TFM5,G1TLT8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,P05198,G1TK17,G1TFE8,G1SWM1,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,G1U7M4,A0A087WNH4,G1U0Q2,G1SK22,G1SFR8,G1T8A2,G1TFM5,G1TLT8",0.469,0.79,0.014
EMD-14119,Structure of the human MHC I peptide-loading complex editing module,3.73,7qpd,"O15533,P30101,P27797,P04439,P61769","O15533,P30101,P27797,P04439,P61769",0.364,0.796,0.16
EMD-25542,"Structure of the wt IRES eIF5B-containing pre-48S initiation complex, open conformation. Structure 14(wt)",3.9,7syv,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TRL5,G1TFE8,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TA47,G1T3D8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TRL5,G1TFE8,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TA47,G1T3D8",0.347,0.717,0.01
EMD-13111,Cryo-EM structure of the 1 hpf zebrafish embryo 80S ribosome,3.2,7oya,"Q6IQJ7,Q7T1J9,Q6P0V6,Q6PBW7,Q5XJA5,Q6Q419,O42248,Q6IMW6,Q7ZWJ7,Q567N5,Q7ZW95,Q5BKV9,Q6PC80,Q6PBY1,Q6DGL9,Q6IQQ0,Q6DGL0,Q8AW82,P62247,Q7T1K0,Q9I9N0,A8E526,A8KB78,Q4VBV2,Q1LYB7,Q7ZUG6,F1QG80,Q6DHS3,Q8JGS9,Q803F6,Q6P5M3,Q1LWH1,Q24JV3,F1QGI3,Q6IMW8,Q6P2M0,Q6Q417,Q6DHL6,Q6Q420,Q7ZV82,Q6DGL4,Q24JV1,Q6PBI5,A0A0R4IMS3,A0A2R8Q924,Q6NWC3,Q6PBK3,Q7ZVD9,Q6IQB1,Q6PBW3,Q6DGM0,Q6P6E7,P61485,Q7ZV05,Q8JHJ1,Q6Q421,Q6PBZ1,Q6IQI6,A0A0R4ILF4,P62084,Q90Z10,Q6P5L3,Q6PC14,Q642H9,Q6PC01,F1QFV6,A7YY10,Q6P6E2,Q7ZV96,Q7ZWJ4,Q6Q415,Q5BJA1,B7ZD34,Q7ZUG5,Q6NX89","Q6IQJ7,Q7T1J9,Q6P0V6,Q6PBW7,Q5XJA5,Q6Q419,O42248,Q6IMW6,Q7ZWJ7,Q567N5,Q7ZW95,Q5BKV9,Q6PC80,Q6PBY1,Q6DGL9,Q6IQQ0,Q6DGL0,Q8AW82,P62247,Q7T1K0,Q9I9N0,A8E526,A8KB78,Q4VBV2,Q1LYB7,Q7ZUG6,F1QG80,Q6DHS3,Q8JGS9,Q803F6,Q6P5M3,Q1LWH1,Q24JV3,F1QGI3,Q6IMW8,Q6P2M0,Q6Q417,Q6DHL6,Q6Q420,Q7ZV82,Q6DGL4,Q24JV1,Q6PBI5,A0A0R4IMS3,Q6NWC3,Q6PBK3,Q7ZVD9,Q6IQB1,Q6PBW3,Q6DGM0,Q6P6E7,P61485,Q7ZV05,Q8JHJ1,Q6Q421,Q6PBZ1,Q6IQI6,A0A0R4ILF4,P62084,Q90Z10,Q6P5L3,Q6PC14,Q642H9,Q6PC01,F1QFV6,A7YY10,Q6P6E2,Q7ZV96,Q7ZWJ4,Q6Q415,Q5BJA1,B7ZD34,Q7ZUG5,Q6NX89",0.521,0.923,0.9
EMD-25543,"Structure of the wt IRES eIF5B-containing 48S initiation complex, closed conformation. Structure 15(wt)",3.7,7syw,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TFE8,G1TRL5,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TA47,G1T3D8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TFE8,G1TRL5,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1TA47,G1T3D8",0.438,0.801,0.01
EMD-25544,"Structure of the delta dII IRES eIF5B-containing 48S initiation complex, closed conformation. Structure 15(delta dII)",3.7,7syx,"G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TK17,G1TFE8,G1SWM1,G1TRL5,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1T3D8,G1TLT8","G1TJW1,A0A5F9D2E6,G1SP51,G1TPG3,G1TRM4,G1TU13,A0A5K1UJS7,B7NZS8,G1T168,G1T1F0,G1TDB3,G1SJB4,G1SS70,G1SIZ2,G1TZ76,G1TN62,G1SZ47,G1TK17,G1TFE8,G1SWM1,G1TRL5,G1TM55,G1TM82,G1TG89,P47813,G1TIB4,A0A087WNH4,G1U0Q2,G1SFR8,G1T8A2,G1TFM5,G1T3D8,G1TLT8",0.407,0.636,0.017
EMD-26124,50S ribosomal subunit from Staphylococcus aureus (Strain ATCC43300),3,7ttu,"Q2FXT0,Q2FY22,Q2FW16,Q2FW33,Q2FUQ0,P0A0G2,Q2FW17,Q2FW38,Q2FW07,Q2FZ60,Q2FXQ1,Q2FXS8,P0A0F8,Q2FW22,Q2FZF1,Q2FW11,Q2FXQ0,Q2FW29,Q2FW08,Q2FW14,P60430,Q2FZ42,Q2FW13,Q2FJE0,Q2FW06","Q2FXT0,Q2FY22,Q2FW16,Q2FW33,Q2FUQ0,P0A0G2,Q2FW17,Q2FW38,Q2FW07,Q2FZ60,Q2FXQ1,Q2FXS8,P0A0F8,Q2FW22,Q2FZF1,Q2FW11,Q2FXQ0,Q2FW29,Q2FW08,Q2FW14,P60430,Q2FZ42,Q2FW13,Q2FJE0,Q2FW06",0.447,0.868,0.02
EMD-25441,Structure of Bfr2-Lcp5 Complex Observed in the Small Subunit Processome Isolated from R2TP-depleted Yeast Cells,3.99,7suk,"P0C0W1,P38333,P47083,P25586,P0CX37,P40362,P36144,P0CX31,Q04305,A0A6A5PW82,P32899,Q08492,P40079,Q99216,Q05498,P25368,Q02354,P48234,P39516,Q06078,P40055,P26786,P38882,P42945,Q05022,Q12220,O13516,Q05946,A6ZPE5,P53254,P40546,Q3E7X9,Q12035,Q04500,P53941,P05756,Q06287,A0A8H4BU80,P53276,P0CX51,P33750,Q08965,Q12460,P0CX47,P53914,B5VM59,P0CX35,Q12136,P0CX39,Q06631,P25635,P35194,Q06512,Q99207,P26783,Q08096,P0CX29,Q02931,Q04177,P15646,P40470","P0C0W1,P38333,P47083,P25586,P0CX37,P40362,P36144,P0CX31,Q04305,A0A6A5PW82,P32899,Q08492,P40079,Q99216,Q05498,P25368,Q02354,P48234,P39516,Q06078,P40055,P26786,P38882,P42945,Q05022,Q12220,O13516,Q05946,A6ZPE5,P53254,P40546,Q3E7X9,Q12035,Q04500,P53941,P05756,Q06287,P53276,P0CX51,P33750,Q08965,Q12460,P0CX47,P53914,B5VM59,P0CX35,Q12136,P0CX39,Q06631,P25635,P35194,Q06512,Q99207,P26783,Q08096,P0CX29,Q02931,Q04177,P15646,P40470",0.314,0.904,0.007
