title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
Structure of the translating Neurospora crassa ribosome arrested by cycloheximide,2.7,EMD-24307,7r81,"Q7SBD5,Q873A6,V5IMG5,Q7SE03,Q1K4V7,Q01291,Q7SGF1,Q7RVY8,O59953,V5INQ2,A0A0B0DYT5,Q8X034,Q7SH22,Q6MFL6,Q7SDY8,Q7S7F1,Q7S1Z1,V5IQT8,V5ILK7,U9WGG3,Q7RW15,Q7RVI1,Q9C2B9,V5INI1,Q9HE25,Q7SGA6,Q871N9,Q7RV74,Q7SC06,Q7S503,Q7SI18,P14799,Q1K5V9,V5IQ48,Q7RVK8,Q7SDY7,Q7RV75,V5IPM8,P59671,Q7RV52,Q7S3G1,Q7SBD8,Q9HE74,Q7SBS9,Q1K580,P21772,Q7SEP1,Q7RXY1,Q7RXX0,Q7RZP9,Q7SBB3,Q7RVN0,P27770,Q7SHJ9,O43105,Q7SDU2,Q7S7F0,Q7SFJ9,P08978,Q7RVN2,Q7SDH0,Q7S2X9,Q1K7B7,Q7S156,Q7S6W5,Q01369,Q9C2P2,Q7S709,Q7SFZ2,A7UW39,Q7RXJ4,Q1K6Z3,Q7RVQ9,O93798,Q7S5N9","Q7SBD5,Q873A6,V5IMG5,Q7SE03,Q1K4V7,Q01291,Q7SGF1,Q7RVY8,O59953,V5INQ2,A0A0B0DYT5,Q8X034,Q7SH22,Q6MFL6,Q7SDY8,Q7S7F1,Q7S1Z1,V5IQT8,V5ILK7,U9WGG3,Q7RW15,Q7RVI1,Q9C2B9,V5INI1,Q9HE25,Q7SGA6,Q871N9,Q7RV74,Q7SC06,Q7S503,Q7SI18,P14799,Q1K5V9,V5IQ48,Q7RVK8,Q7SDY7,Q7RV75,V5IPM8,P59671,Q7RV52,Q7S3G1,Q7SBD8,Q9HE74,Q7SBS9,Q1K580,P21772,Q7SEP1,Q7RXY1,Q7RXX0,Q7RZP9,Q7SBB3,Q7RVN0,P27770,Q7SHJ9,O43105,Q7SDU2,Q7S7F0,Q7SFJ9,P08978,Q7RVN2,Q7SDH0,Q7S2X9,Q1K7B7,Q7S156,Q7S6W5,Q01369,Q9C2P2,Q7S709,Q7SFZ2,A7UW39,Q7RXJ4,Q1K6Z3,Q7RVQ9,O93798,Q7S5N9"
Structure of ribosomal complex bound with Rbg1/Tma46,3.23,EMD-24652,7rr5,"A0A6L1AF71,A0A6A5PUZ5,A0A6A5PWZ9,A0A6A5PV92,A0A6L1BLL7,A0A6A5PWR1,A0A6L0Z7E4,A0A1L4AA68,A0A6L0YFM5,A0A6A5PY83,A0A6V8RJA7,A0A6A5Q0W8,A0A6L1A7F6,A0A6A5Q627,P05745,P0CX86,P0C0V8,A0A6L0ZD57,A0A6A5PZ18,A0A6L0ZQQ7,A0A6A5Q6F2,A0A6L1BKH8,P14120,A0A6A5Q8I3,A0A6L0YSM0,A0A6L0YQ58,A0A6L1BJ04,P0CX82,A0A6A5PWT7,A0A6A5Q0E8,P35997,A0A6A5Q700,A0A6A5Q275,A0A6L0ZM59,A0A6L0Y8L2,A0A6A5Q3Q1,A0A6L1AMY1,A0A7I9BRN0,A0A6A5Q867,A0A6A5Q1M9,A0A6L0YMX6,A0A6L0YFR2,A0A6A5PWF7,A0A6A5Q3W0,A0A6L1B5X0,A0A6L1B1T2,P05738,A0A6L1BWT3,A0A6L0ZRP4,A0A6L0ZFW3,A0A6A5PYM2,P0CX25,A0A7I9GPQ3,A0A6V8S9K0,P05743,A0A6A5PSE9,A0A6A5Q1H1,A0A6L0ZZW6,A0A6A5PVE9,A0A6L1ACT7,A0A6L1BIE7,A0A6L0ZDK5,A0A6L0Z4W4,A0A6L1AIT6,A0A6L1A1E1,A0A6A5PUL8,A0A6L1C3H0,P36105,A0A6L1AUB6,A0A6L1ASX0,A0A6L1BCL1,A0A6A5PRY4,P05748,P17076,P0CX23,A0A6L0YTI6,A0A6A5PT43,A0A6A5PU37,A0A6L0Z3Q0","A0A6L1AF71,A0A6A5PUZ5,A0A6A5PWZ9,A0A6A5PV92,A0A6L1BLL7,A0A6A5PWR1,A0A6L0Z7E4,A0A1L4AA68,A0A6L0YFM5,A0A6A5PY83,A0A6V8RJA7,A0A6A5Q0W8,A0A6L1A7F6,A0A6A5Q627,P05745,P0CX86,P0C0V8,A0A6L0ZD57,A0A6A5PZ18,A0A6L0ZQQ7,A0A6A5Q6F2,A0A6L1BKH8,P14120,A0A6A5Q8I3,A0A6L0YSM0,A0A6L0YQ58,A0A6L1BJ04,P0CX82,A0A6A5PWT7,A0A6A5Q0E8,P35997,A0A6A5Q700,A0A6A5Q275,A0A6L0ZM59,A0A6L0Y8L2,A0A6A5Q3Q1,A0A6L1AMY1,A0A7I9BRN0,A0A6A5Q867,A0A6A5Q1M9,A0A6L0YMX6,A0A6L0YFR2,A0A6A5PWF7,A0A6A5Q3W0,A0A6L1B5X0,A0A6L1B1T2,P05738,A0A6L1BWT3,A0A6L0ZRP4,A0A6L0ZFW3,A0A6A5PYM2,P0CX25,A0A7I9GPQ3,A0A6V8S9K0,P05743,A0A6A5PSE9,A0A6A5Q1H1,A0A6L0ZZW6,A0A6A5PVE9,A0A6L1ACT7,A0A6L1BIE7,A0A6L0ZDK5,A0A6L0Z4W4,A0A6L1AIT6,A0A6L1A1E1,A0A6A5PUL8,A0A6L1C3H0,P36105,A0A6L1AUB6,A0A6L1ASX0,A0A6L1BCL1,A0A6A5PRY4,P05748,P17076,P0CX23,A0A6A5PT43,A0A6A5PU37,A0A6L0Z3Q0"
Nog1-TAP associated immature ribosomal particle population B from S. cerevisiae,3.4,EMD-12892,7oh3,"P87262,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84","P87262,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84"
Nog1-TAP associated immature ribosomal particle population C from S. cerevisiae,3.1,EMD-12905,7ohq,"P87262,P25382,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,P53188,P14120,Q12690,P40693,P49166,P10664,P53742,P53927,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84","P87262,P25382,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,P53188,P14120,Q12690,P40693,P49166,P10664,P53742,P53927,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,Q08746,P0CX23,P0C0W9,P04456,P40010,P40078,P04650,P05743,P38061,P38202,P0CX49,P0CX84"
Nog1-TAP associated immature ribosomal particle population A from S. cerevisiae,3.1,EMD-12866,7of1,"P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P40078,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P40078,P04650,P05743,P38061,P0CX49,P0CX84"
Cryo-EM structure of 90S small ribosomal precursors complex with the DEAH-box RNA helicase Dhr1 (State F),4.0,EMD-30574,7d4i,"P39990,Q08285,Q04217,P05756,P47083,P0CX47,P0CX31,Q3E7Y3,Q04177,Q02931,Q06506,Q02354,P53276,P07280,Q06679,Q05022,Q08096,Q12460,P25635,P40055,P0CX51,Q06512,Q05636,P38792,P38801,P0CX35,P53941,P53254,Q08965,P53859,Q04305,Q12499,P47047,Q3E7X9,P42945,P34247,Q12277,P38882,Q05498,P0CX37,P53725,P46948,P0CX39,P06367,Q12149,P40362,P26786,Q12220,Q08162,P35194,Q12136,P33442,Q08492,P32899,P25368,P0CX55,Q99207,P38333,P48240,Q05946,Q06078,P0CX29,P35997,Q04500,P25359,P15646,P53256,Q12035,P26783,O13516,Q06287,P40470,P33750","P39990,Q08285,Q04217,P05756,P47083,P0CX47,P0CX31,Q3E7Y3,Q04177,Q02931,Q06506,Q02354,P53276,P07280,Q06679,Q05022,Q08096,Q12460,P25635,P40055,P0CX51,Q06512,Q05636,P38792,P38801,P0CX35,P53941,P53254,Q08965,P53859,Q04305,Q12499,P47047,Q3E7X9,P42945,P34247,Q12277,P38882,Q05498,P0CX37,P53725,P46948,P0CX39,P06367,Q12149,P40362,P26786,Q12220,Q08162,P35194,Q12136,P33442,Q08492,P32899,P25368,P0CX55,Q99207,P38333,P48240,Q05946,Q06078,P0CX29,P35997,Q04500,P25359,P15646,P53256,Q12035,P26783,O13516,Q06287,P40470,P33750"
"Cryo-EM structure of the human SSU processome, state post-A1",2.7,EMD-23938,7mqa,"Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q14692,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,O75691,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q12788,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9UNQ2,Q5QJE6,Q86WX3,Q8IY37,Q969X6,P62753,Q8IWA0,Q92979,P62266,Q01780,Q9NV31,P46782,Q8TED0,P55769,Q9H583,O00567,P46781,O15213,Q9Y2P8,Q15061,O43818,P39019","Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q14692,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q12788,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9UNQ2,Q5QJE6,Q86WX3,Q8IY37,Q969X6,P62753,Q8IWA0,Q92979,P62266,Q01780,Q9NV31,P46782,Q8TED0,P55769,Q9H583,O00567,P46781,O15213,Q9Y2P8,Q15061,O43818,P39019"
"Cryo-EM structure of the human SSU processome, state pre-A1",3.6,EMD-23936,7mq8,"Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,O75691,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q8NDD1,Q12788,Q9NY61,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9BSC4,Q9H0A0,Q5QJE6,Q969X6,P62753,Q8NEJ9,Q8IWA0,Q92979,P62266,Q9NV31,P46782,Q8TED0,Q13601,Q9H583,O00567,P55769,P46781,O15213,Q9Y2P8,Q15061,O43818","Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q8NDD1,Q12788,Q9NY61,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9BSC4,Q9H0A0,Q5QJE6,Q969X6,P62753,Q8NEJ9,Q8IWA0,Q92979,P62266,Q9NV31,P46782,Q8TED0,Q13601,Q9H583,O00567,P55769,P46781,O15213,Q9Y2P8,Q15061,O43818"
"Cryo-EM structure of the human SSU processome, state pre-A1*",3.87,EMD-23937,7mq9,"Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q14692,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,O75691,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q8NDD1,Q9NY61,Q12788,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9BSC4,Q9H0A0,Q5QJE6,Q969X6,P62753,Q8IWA0,Q92979,P62266,Q9NV31,P46782,Q8TED0,P55769,O00567,Q9H583,Q13601,P46781,O15213,Q9Y2P8,Q15061,O43818","Q8NI36,Q9Y2X3,P62081,P62979,Q9NYH9,Q9H6R4,Q14692,Q9BVJ6,P62857,P08708,Q9Y3A2,P22087,Q9Y324,Q9Y5J1,P62280,P62847,P62241,Q9Y3A4,Q96G21,Q9UMY1,Q8NDD1,Q9NY61,Q12788,P61247,P62263,P62249,P42677,Q9NQZ2,O00566,P62701,Q9UNX4,Q13895,P62277,Q9NRX1,P25398,Q9NV06,Q15269,P62244,Q9BSC4,Q9H0A0,Q5QJE6,Q969X6,P62753,Q8IWA0,Q92979,P62266,Q9NV31,P46782,Q8TED0,P55769,O00567,Q9H583,Q13601,P46781,O15213,Q9Y2P8,Q15061,O43818"
Structure of the U2 5' module of the A3'-SSA complex,3.1,EMD-12994,7onb,"Q13435,Q15427,Q7RTV0,Q9BWJ5,Q15428,Q15393,Q12874,O75533","Q13435,Q15427,Q7RTV0,Q9BWJ5,Q15428,Q15393,Q12874,O75533"
Cryo-EM structure of the yeast THO-Sub2 complex,3.7,EMD-23527,7luv,"P53552,P33441,Q07478,O13539,P17629","P53552,P33441,Q07478,O13539,P17629"
Cryo-EM Structure of the Activated Human Minor Spliceosome (minor Bact Complex),2.89,EMD-30875,7dvq,"Q5RL73,Q15029,Q9BRD0,Q6P2Q9,Q9P021,Q9Y3B4,Q9Y388,Q9P013,P62308,Q92917,Q15427,O15541,Q8IYB3,Q99459,Q7RTV0,P62318,Q9BWG6,Q8TAD8,P62304,Q9BWJ5,Q96DI7,P62316,O75643,Q9HCG8,O43660,O75533,Q9H6L4,Q13435,P14678,P62314,P62306,Q6UX04,Q15393,Q13573,Q13356,Q9UQ35,O60231,Q9BZJ0","Q5RL73,Q15029,Q9BRD0,Q6P2Q9,Q9P021,Q9Y3B4,Q9Y388,Q9P013,P62308,Q92917,Q15427,O15541,Q8IYB3,Q99459,Q7RTV0,P62318,Q9BWG6,Q8TAD8,P62304,Q9BWJ5,Q96DI7,P62316,O75643,Q9HCG8,O43660,O75533,Q9H6L4,Q13435,P14678,P62314,P62306,Q6UX04,Q15393,Q13573,Q13356,O60231,Q9BZJ0"
PRMT5 bound to covalent PBM-site inhibitor BRD-6988,2.39,EMD-23609,7m05,"Q9BQA1,O14744","Q9BQA1,O14744"
Cryo-EM structure of the activated spliceosome (Bact complex) at an atomic resolution of 2.5 angstrom,2.5,EMD-30637,7dco,"Q03772,A0A6L0ZMZ1,Q02521,A0A6A5PYD5,A0A6A5Q895,A0A6A5PUP5,A0A6A5Q155,A0A6A5PW35,P20095,A0A6A5Q0W7,A0A6A5Q2G3,A0A6A5PZ67,A0A6L0ZK95,A0A6A5PVM6,A0A6A5PW68,P0C074,A0A6A5Q0A4,A0A6A5Q1E9,A0A6A5Q291,Q07930,A0A6A5PT67,A0A6A5PSM1,A0A6A5Q641,A0A6A5Q318,A0A6A5PQI0,A0A6A5Q1K7,A0A6L1AYM3,A0A6A5Q2I8,P32524,A0A6A5Q0I3,A0A6A5Q3N1,A0A6A5Q466,A0A6A5Q3H8,A0A6A5PTY9,A0A6A5Q100,A0A6A5Q0Z2,A0A6A5Q5K4,A0A6L1ALU2,P40204,Q03654,A0A6L0ZSI9,A0A6A5PZG6","Q03772,A0A6L0ZMZ1,Q02521,A0A6A5Q895,A0A6A5Q155,A0A6A5PW35,P20095,A0A6A5Q2G3,A0A6L0ZK95,A0A6A5PVM6,P0C074,Q07930,A0A6A5PT67,A0A6A5Q318,A0A6A5Q1K7,P32524,A0A6A5Q0I3,A0A6A5Q3N1,A0A6A5Q3H8,A0A6A5Q5K4,P40204,Q03654,A0A6L0ZSI9,A0A6A5PZG6"
"Yeast C complex spliceosome at 2.8 Angstrom resolution with Prp18/Slu7 bound, composite map",2.8,EMD-12106,7b9v,"A0A6A5PYD5,Q12330,A0A6A5Q155,A0A6A5PW35,A0A6V8RGB0,P32639,A0A6A5Q2G3,A0A6A5Q0A4,A0A6A5Q605,A0A6L0ZW46,A0A6A5Q1E9,P54999,A0A6A5PT67,A0A6A5Q641,A0A6L0Y8G8,A0A6A5Q526,A0A6A5Q318,A0A6A5PQI0,P33334,A0A6A5Q3N1,A0A6A5PTY9,A0A6V8RSY7,A0A6A5PX61,A0A6A5Q0Z2,A0A6A5PX22,P40018,A0A6V8S636,A0A6L1B9A1,Q06217,P43321,P40204,Q02260,A0A6A5Q1C0,A0A6A5PZG6","Q12330,A0A6A5Q155,A0A6A5PW35,A0A6V8RGB0,P32639,A0A6A5Q2G3,P54999,A0A6A5PT67,A0A6L0Y8G8,A0A6A5Q318,P33334,A0A6A5Q3N1,A0A6V8RSY7,A0A6A5PX22,P40018,A0A6V8S636,Q06217,P43321,P40204,Q02260,A0A6A5PZG6"
Overall map of a transcribing RNA polymerase II-U1 snRNP complex with 145-nt RNA,3.6,EMD-11972,7b0y,"P60899,P11414,Q66K91,P62308,I3LJZ9,P09012,I3LN51,P62318,A0A4X1VYD0,I3LCB2,I3LSI7,A0A287ADR4,P62304,I3LCH3,P62316,A0A0B8RVL1,F1RKE4,P62306,P08621,P62314,F1SKN8","P60899,P11414,Q66K91,P62308,I3LJZ9,P09012,I3LN51,P62318,A0A4X1VYD0,I3LCB2,I3LSI7,A0A287ADR4,P62304,I3LCH3,P62316,A0A0B8RVL1,F1RKE4,P62306,P08621,P62314,F1SKN8"
cryo-EM structure of the DEAH-box helicase Prp2 and coactivator Spp2,3.15,EMD-30638,7dcp,"A0A6A5Q5S8,A0A6A5Q6Y7",
cryo-EM structure of the DEAH-box helicase Prp2,2.9,EMD-30639,7dcq,A0A6A5Q5S8,
cryo-EM structure of the DEAH-box helicase Prp2 in complex with its coactivator Spp2,3.15,EMD-30640,7dcr,"A0A6A5Q5S8,A0A6A5Q6Y7",
Cryo-EM structure of the pre-mRNA-loaded DEAH-box ATPase/helicase Prp2 in complex with Spp2,3.2,EMD-30643,7dd3,"A0A6A5Q5S8,A0A6A5Q6Y7",
Cryo-EM structure of the 90S-exosome super-complex (state Post-A1-exosome),3.8,EMD-11808,7aju,"P39990,Q08285,Q04217,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,Q12035,P53276,P07280,Q06679,Q05022,Q06512,P25635,Q12460,P40055,Q08096,P0CX51,Q05636,P38792,P0CX35,P53941,P53859,Q04305,P0C0W1,Q12499,P47047,Q3E7X9,P42945,P34247,Q12277,P38882,Q05498,P0CX37,P46948,P0CX39,P06367,P40362,Q12220,P26786,Q08162,P35194,Q12136,P33442,Q08492,P32899,Q99216,P25368,O13516,P0CX55,Q99207,P41819,P38333,P48240,Q05946,Q06078,P35997,P0CX29,Q04500,P25359,P15646,P53256,P53254,P26783,Q08965,Q06287,P33750","P39990,Q08285,Q04217,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,Q12035,P53276,P07280,Q06679,Q05022,Q06512,P25635,Q12460,P40055,Q08096,P0CX51,Q05636,P38792,P0CX35,P53941,P53859,Q04305,P0C0W1,Q12499,P47047,Q3E7X9,P42945,P34247,Q12277,P38882,Q05498,P0CX37,P46948,P0CX39,P06367,P40362,Q12220,P26786,Q08162,P35194,Q12136,P33442,Q08492,P32899,Q99216,P25368,O13516,P0CX55,Q99207,P41819,P38333,P48240,Q05946,Q06078,P35997,P0CX29,Q04500,P25359,P15646,P53256,P53254,P26783,Q08965,Q06287,P33750"
Structure of the human THO - UAP56 complex (Map B),3.3,EMD-11857,7apk,"Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838","Q8NI27,Q6I9Y2,Q96FV9,Q86W42,Q96J01,Q13769,Q13838"
Cryo-EM structure of the apo form of human PRMT5:MEP50 complex at a resolution of 3.4 angstrom.,3.4,EMD-20764,6ugh,"Q9BQA1,O14744","Q9BQA1,O14744"
Human pre-Bact-1 spliceosome core structure,3.9,EMD-11694,7abf,"P41223,P55081,Q9Y2W2,Q8NAV1,Q15029,Q6P2Q9,Q9BZL1,Q13573,Q96NC0,O43660,O14776,Q9P013","P41223,P55081,Q9Y2W2,Q8NAV1,Q15029,Q6P2Q9,Q9BZL1,Q13573,Q96NC0,O43660,O14776,Q9P013"
Cryo-EM structure of pre-60S ribosome from Saccharomyces cerevisiae rpl4delta63-87 strain at 3.12 Angstroms resolution(state R1),3.12,EMD-30170,7bt6,"P87262,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40078,P05743,P38061,P38202,P0CX49,P0CX84","P87262,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P53742,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q08746,P0CX23,P0C0W9,P04456,P40078,P05743,P38061,P38202,P0CX49,P0CX84"
Cryo-EM structure of pre-60S ribosome from Saccharomyces cerevisiae rpl4delta63-87 strain at 3.22 Angstroms resolution(state R2),3.22,EMD-30174,7btb,"P87262,P25382,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,P14120,Q12690,P40693,P49166,P10664,P53742,P53927,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,Q08746,P0CX23,P0C0W9,P04456,P40078,P05743,P38061,P38202,P0CX49,P0CX84","P87262,P25382,P53261,P05744,P0C2H8,P38779,P14126,Q12522,P02406,P14120,Q12690,P40693,P49166,P10664,P53742,P53927,P36105,P05749,P05737,P26321,Q02326,P26784,Q07915,P05738,P33201,P0CX82,P0CX45,P49167,Q02892,P05748,P36160,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q12080,Q08746,P0CX23,P0C0W9,P04456,P40078,P05743,P38061,P38202,P0CX49,P0CX84"
Human C Complex Spliceosome - High-resolution CORE,3.4,EMD-11569,6zym,"Q9NW64,Q15029,Q6P2Q9,Q9ULR0,Q86X95,Q9P013,Q9BW85,Q99459,P41223,Q9NW82,Q14331,Q9NXE8,Q96DI7,Q9HCG8,O43660,Q9Y3C6,Q92620,Q13573,Q9UQ35,O60508,Q9BZJ0","Q9NW64,Q15029,Q6P2Q9,Q9ULR0,Q86X95,Q9P013,Q9BW85,Q99459,P41223,Q9NW82,Q14331,Q9NXE8,Q96DI7,Q9HCG8,O43660,Q9Y3C6,Q92620,Q13573,O60508,Q9BZJ0"
Subunit joining exposes nascent pre-40S rRNA for processing and quality control,3.8,EMD-20077,6oig,"P87262,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P0CX84,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX43","P87262,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P0CX84,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX43"
"Cryo-EM structure of the 90S pre-ribosome from Saccharomyces cerevisiae, state Post-A1",3.8,EMD-11360,6zqd,"P39990,Q04217,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,Q12035,P53276,P07280,Q06679,Q05022,Q06512,P25635,Q12460,P40055,Q08096,P0CX51,P0CX35,P53941,Q04305,P0C0W1,Q12499,A0A1L4AA68,P42945,P34247,Q3E7X9,P38882,Q05498,P0CX37,P0CX39,P06367,P40362,Q12220,P26786,P35194,Q12136,Q99216,Q08492,P32899,P33442,P25368,O13516,P0CX55,Q99207,P41819,P38333,Q05946,Q06078,P35997,P0CX29,Q04500,P15646,P53254,Q08965,Q06287,P33750","P39990,Q04217,P05756,P47083,P0CX47,P0CX31,Q02931,Q04177,Q02354,Q06506,Q12035,P53276,P07280,Q06679,Q05022,Q06512,P25635,Q12460,P40055,Q08096,P0CX51,P0CX35,P53941,Q04305,P0C0W1,Q12499,A0A1L4AA68,P42945,P34247,Q3E7X9,P38882,Q05498,P0CX37,P0CX39,P06367,P40362,Q12220,P26786,P35194,Q12136,Q99216,Q08492,P32899,P33442,P25368,O13516,P0CX55,Q99207,P41819,P38333,Q05946,Q06078,P35997,P0CX29,Q04500,P15646,P53254,Q08965,Q06287,P33750"
